ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
97,25.99,17274,0.57,0.33,0.05,0.02,0.03,4.4,0.8,27.99,14377,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,12111,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,12808,0.7,0.09,0.08,0.07,0.06,4.3,1.5
98,23.99,12295,0.56,0.35,0.04,0.04,0.01,4.4,0.7,23.99,13797,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,15248,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,16037,0.46,0.42,0.1,0.01,0.01,4.3,0.6
99,27.99,17444,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,14290,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,16375,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,19298,0.53,0.34,0.11,0.01,0.01,4.4,0.6
100,25.99,13050,0.64,0.13,0.12,0.1,0.01,4.3,1.2,23.99,15722,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,11102,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,16047,0.64,0.13,0.12,0.1,0.01,4.3,1.2
101,27.99,15501,0.72,0.11,0.08,0.03,0.06,4.4,1.3,27.99,17396,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,10896,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,16677,0.46,0.44,0.05,0.03,0.02,4.3,0.7
102,23.99,11582,0.72,0.15,0.01,0.03,0.09,4.4,1.5,25.99,13985,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,18090,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,10107,0.73,0.11,0.05,0.04,0.07,4.4,1.4
103,25.99,18716,0.57,0.33,0.05,0.02,0.03,4.4,0.8,23.99,16288,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,19895,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,10925,0.51,0.33,0.11,0.03,0.02,4.3,0.8
104,25.99,16321,0.6,0.29,0.05,0.02,0.04,4.4,0.9,23.99,10820,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,11557,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,18001,0.46,0.42,0.1,0.01,0.01,4.3,0.6
105,23.99,17675,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,17932,0.73,0.11,0.05,0.04,0.07,4.4,1.4,14.99,12087,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,12266,0.64,0.13,0.12,0.1,0.01,4.3,1.2
106,25.99,19515,0.77,0.1,0.07,0.01,0.05,4.5,1.1,23.99,16909,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,16303,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,16068,0.64,0.13,0.12,0.1,0.01,4.3,1.2
107,25.99,19281,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,18289,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,17282,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,11046,0.57,0.33,0.05,0.02,0.03,4.4,0.8
108,23.99,11408,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,17855,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,15269,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,13675,0.7,0.09,0.08,0.07,0.06,4.3,1.5
109,27.99,12527,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,10695,0.78,0.08,0.03,0.05,0.06,4.5,1.3,14.99,10756,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,13585,0.77,0.1,0.07,0.01,0.05,4.5,1.1
110,23.99,12491,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,12685,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,11902,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,12167,0.63,0.22,0.02,0.06,0.07,4.3,1.4
111,27.99,13917,0.76,0.14,0.01,0.03,0.06,4.5,1.2,27.99,13746,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,18339,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,14313,0.65,0.25,0.07,0.01,0.02,4.5,0.7
112,23.99,10451,0.63,0.22,0.02,0.06,0.07,4.3,1.4,25.99,12782,0.53,0.34,0.11,0.01,0.01,4.4,0.6,14.99,12121,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,11705,0.71,0.18,0.05,0.03,0.03,4.5,0.9
113,25.99,10195,0.71,0.18,0.05,0.03,0.03,4.5,0.9,27.99,14431,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,10126,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,16588,0.53,0.34,0.11,0.01,0.01,4.4,0.6
114,25.99,17992,0.58,0.24,0.11,0.03,0.04,4.3,1.1,25.99,15350,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,18475,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,16157,0.61,0.24,0.04,0.05,0.06,4.3,1.3
115,25.99,13831,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,17437,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,10825,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,14704,0.56,0.35,0.04,0.04,0.01,4.4,0.7
116,23.99,14607,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,11123,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,15902,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,12127,0.63,0.22,0.02,0.06,0.07,4.3,1.4
117,23.99,19693,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,11819,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,16602,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,12174,0.64,0.23,0.06,0.04,0.03,4.4,1
118,25.99,13606,0.66,0.22,0.04,0.01,0.07,4.4,1.2,27.99,10493,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,15895,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,13823,0.66,0.22,0.04,0.01,0.07,4.4,1.2
119,25.99,18052,0.51,0.33,0.11,0.03,0.02,4.3,0.8,25.99,11643,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,12882,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,19755,0.57,0.33,0.05,0.02,0.03,4.4,0.8
120,23.99,13593,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,18197,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,11409,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,11333,0.61,0.24,0.04,0.05,0.06,4.3,1.3
121,25.99,18165,0.53,0.34,0.11,0.01,0.01,4.4,0.6,27.99,10912,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,10685,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,18170,0.6,0.29,0.05,0.02,0.04,4.4,0.9
122,25.99,11637,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,16269,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,12048,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,16350,0.56,0.35,0.04,0.04,0.01,4.4,0.7
123,27.99,12265,0.56,0.35,0.04,0.04,0.01,4.4,0.7,27.99,12054,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,15479,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,15175,0.58,0.24,0.11,0.03,0.04,4.3,1.1
124,23.99,13429,0.76,0.1,0.06,0.06,0.02,4.5,1,25.99,11312,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,17418,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,12726,0.46,0.44,0.05,0.03,0.02,4.3,0.7
125,23.99,18073,0.63,0.22,0.02,0.06,0.07,4.3,1.4,23.99,12453,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,13657,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,17730,0.51,0.33,0.11,0.03,0.02,4.3,0.8
126,23.99,10387,0.56,0.25,0.14,0.03,0.02,4.3,0.9,27.99,12844,0.67,0.16,0.1,0.03,0.04,4.4,1.1,16.99,11504,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,10838,0.64,0.13,0.12,0.1,0.01,4.3,1.2
127,23.99,18002,0.72,0.11,0.08,0.03,0.06,4.4,1.3,27.99,18264,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,16215,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,13422,0.67,0.16,0.1,0.03,0.04,4.4,1.1
128,23.99,17268,0.58,0.24,0.11,0.03,0.04,4.3,1.1,27.99,13907,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,19560,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,18118,0.58,0.24,0.11,0.03,0.04,4.3,1.1
129,25.99,16123,0.77,0.1,0.07,0.01,0.05,4.5,1.1,27.99,11448,0.61,0.24,0.04,0.05,0.06,4.3,1.3,16.99,18485,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,11270,0.79,0.1,0.01,0.01,0.09,4.5,1.4
130,25.99,18253,0.78,0.08,0.03,0.05,0.06,4.5,1.3,27.99,14956,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,12875,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,13317,0.57,0.33,0.05,0.02,0.03,4.4,0.8
131,27.99,16489,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,18730,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,11961,0.78,0.08,0.03,0.05,0.06,4.5,1.3,14.99,18463,0.61,0.24,0.04,0.05,0.06,4.3,1.3
132,25.99,16605,0.67,0.21,0.08,0.01,0.03,4.5,0.8,23.99,15984,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,11267,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,14477,0.72,0.15,0.01,0.03,0.09,4.4,1.5
133,27.99,17482,0.71,0.18,0.05,0.03,0.03,4.5,0.9,23.99,15896,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,19235,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,16846,0.6,0.29,0.05,0.02,0.04,4.4,0.9
134,25.99,12784,0.59,0.2,0.14,0.05,0.02,4.3,1,25.99,12793,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,12152,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,16785,0.61,0.24,0.04,0.05,0.06,4.3,1.3
135,25.99,16137,0.46,0.44,0.05,0.03,0.02,4.3,0.7,25.99,16358,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,16098,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,13740,0.7,0.09,0.08,0.07,0.06,4.3,1.5
136,25.99,18086,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,17681,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,12383,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,17697,0.76,0.1,0.06,0.06,0.02,4.5,1
137,23.99,17225,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,18043,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,13198,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,12237,0.77,0.1,0.07,0.01,0.05,4.5,1.1
138,27.99,19226,0.56,0.25,0.14,0.03,0.02,4.3,0.9,27.99,12336,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,16609,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,17774,0.85,0.03,0.02,0.01,0.09,4.5,1.5
139,25.99,19582,0.61,0.24,0.04,0.05,0.06,4.3,1.3,25.99,15919,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,15701,0.64,0.23,0.06,0.04,0.03,4.4,1,12.99,12122,0.66,0.22,0.04,0.01,0.07,4.4,1.2
140,23.99,10132,0.65,0.25,0.08,0.01,0.01,4.5,0.6,23.99,12760,0.78,0.08,0.03,0.05,0.06,4.5,1.3,14.99,15278,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,14051,0.72,0.11,0.08,0.03,0.06,4.4,1.3
141,25.99,13292,0.7,0.09,0.08,0.07,0.06,4.3,1.5,25.99,10316,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,10259,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,17065,0.59,0.2,0.14,0.05,0.02,4.3,1
142,23.99,18113,0.67,0.21,0.08,0.01,0.03,4.5,0.8,25.99,16298,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,14815,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,14647,0.64,0.13,0.12,0.1,0.01,4.3,1.2
143,23.99,11625,0.78,0.08,0.03,0.05,0.06,4.5,1.3,23.99,14913,0.76,0.14,0.01,0.03,0.06,4.5,1.2,16.99,16378,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,16972,0.59,0.2,0.14,0.05,0.02,4.3,1
144,23.99,10570,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,12772,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,16833,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,10936,0.59,0.2,0.14,0.05,0.02,4.3,1
145,27.99,19095,0.72,0.15,0.01,0.03,0.09,4.4,1.5,27.99,19994,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,10248,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,18307,0.65,0.25,0.08,0.01,0.01,4.5,0.6
146,25.99,10560,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,17591,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,10909,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,18398,0.72,0.15,0.01,0.03,0.09,4.4,1.5
147,23.99,19600,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,18665,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,12928,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,12546,0.65,0.25,0.08,0.01,0.01,4.5,0.6
148,23.99,11949,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,15860,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,12273,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,14916,0.61,0.24,0.04,0.05,0.06,4.3,1.3
149,25.99,13443,0.76,0.1,0.06,0.06,0.02,4.5,1,25.99,19489,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,16646,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,16532,0.57,0.33,0.05,0.02,0.03,4.4,0.8
150,27.99,19027,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,10802,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,14080,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,17387,0.6,0.29,0.05,0.02,0.04,4.4,0.9
151,25.99,16499,0.6,0.29,0.05,0.02,0.04,4.4,0.9,25.99,10852,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,12081,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,14584,0.73,0.11,0.05,0.04,0.07,4.4,1.4
152,25.99,13308,0.6,0.29,0.05,0.02,0.04,4.4,0.9,23.99,13177,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,12202,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,13824,0.66,0.22,0.04,0.01,0.07,4.4,1.2
153,23.99,13811,0.64,0.23,0.06,0.04,0.03,4.4,1,25.99,16523,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,11311,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,18532,0.53,0.34,0.11,0.01,0.01,4.4,0.6
154,23.99,13087,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,12249,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,17697,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,10515,0.61,0.24,0.04,0.05,0.06,4.3,1.3
155,23.99,14514,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,13252,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,15491,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,13379,0.56,0.35,0.04,0.04,0.01,4.4,0.7
156,25.99,12599,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,19021,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,17457,0.73,0.11,0.05,0.04,0.07,4.4,1.4,14.99,19227,0.76,0.14,0.01,0.03,0.06,4.5,1.2
157,25.99,15165,0.85,0.03,0.02,0.01,0.09,4.5,1.5,27.99,12871,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,16773,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,14646,0.65,0.25,0.08,0.01,0.01,4.5,0.6
158,25.99,17110,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,10144,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,18236,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,13753,0.46,0.42,0.1,0.01,0.01,4.3,0.6
159,27.99,12892,0.72,0.15,0.01,0.03,0.09,4.4,1.5,25.99,17814,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,19643,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,17636,0.46,0.42,0.1,0.01,0.01,4.3,0.6
160,23.99,18726,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,18562,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,17514,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,14323,0.58,0.24,0.11,0.03,0.04,4.3,1.1
161,25.99,17937,0.7,0.09,0.08,0.07,0.06,4.3,1.5,25.99,11368,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,14138,0.76,0.14,0.01,0.03,0.06,4.5,1.2,16.99,15518,0.56,0.25,0.14,0.03,0.02,4.3,0.9
162,23.99,16041,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,12444,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,19376,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,19658,0.76,0.14,0.01,0.03,0.06,4.5,1.2
163,23.99,15992,0.65,0.25,0.07,0.01,0.02,4.5,0.7,27.99,15542,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,17091,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,12011,0.64,0.13,0.12,0.1,0.01,4.3,1.2
164,27.99,10071,0.46,0.44,0.05,0.03,0.02,4.3,0.7,25.99,15869,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,18522,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,17569,0.67,0.21,0.08,0.01,0.03,4.5,0.8
165,23.99,12653,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,13253,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,17759,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,19958,0.71,0.18,0.05,0.03,0.03,4.5,0.9
166,27.99,11546,0.59,0.2,0.14,0.05,0.02,4.3,1,27.99,18288,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,16162,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,10752,0.85,0.03,0.02,0.01,0.09,4.5,1.5
167,27.99,18590,0.64,0.13,0.12,0.1,0.01,4.3,1.2,25.99,18346,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,12136,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,11259,0.61,0.24,0.04,0.05,0.06,4.3,1.3
168,23.99,19764,0.85,0.03,0.02,0.01,0.09,4.5,1.5,23.99,16233,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,14758,0.46,0.42,0.1,0.01,0.01,4.3,0.6,14.99,16423,0.66,0.22,0.04,0.01,0.07,4.4,1.2
169,27.99,16466,0.65,0.25,0.08,0.01,0.01,4.5,0.6,27.99,12350,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,17123,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,17634,0.71,0.18,0.05,0.03,0.03,4.5,0.9
170,25.99,14180,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,19006,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,12012,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,14027,0.6,0.29,0.05,0.02,0.04,4.4,0.9
171,27.99,15070,0.76,0.1,0.06,0.06,0.02,4.5,1,25.99,11690,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,18027,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,18140,0.72,0.15,0.01,0.03,0.09,4.4,1.5
172,23.99,14401,0.66,0.22,0.04,0.01,0.07,4.4,1.2,27.99,17623,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,14345,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,17138,0.73,0.11,0.05,0.04,0.07,4.4,1.4
173,27.99,10706,0.7,0.09,0.08,0.07,0.06,4.3,1.5,23.99,16752,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,17159,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,16727,0.76,0.14,0.01,0.03,0.06,4.5,1.2
174,23.99,12947,0.85,0.03,0.02,0.01,0.09,4.5,1.5,27.99,16317,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,10739,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,14326,0.67,0.21,0.08,0.01,0.03,4.5,0.8
175,27.99,16281,0.76,0.1,0.06,0.06,0.02,4.5,1,23.99,19213,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,15538,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,19820,0.64,0.13,0.12,0.1,0.01,4.3,1.2
176,23.99,13482,0.65,0.25,0.07,0.01,0.02,4.5,0.7,27.99,11262,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,15814,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,18412,0.76,0.14,0.01,0.03,0.06,4.5,1.2
177,23.99,18786,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,19612,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,18346,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,14843,0.76,0.1,0.06,0.06,0.02,4.5,1
178,27.99,19460,0.51,0.33,0.11,0.03,0.02,4.3,0.8,27.99,18661,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,10504,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,14850,0.64,0.13,0.12,0.1,0.01,4.3,1.2
179,23.99,10665,0.72,0.11,0.08,0.03,0.06,4.4,1.3,23.99,15596,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,17680,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,13604,0.65,0.25,0.07,0.01,0.02,4.5,0.7
180,23.99,12311,0.76,0.14,0.01,0.03,0.06,4.5,1.2,23.99,17468,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,17160,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,11957,0.67,0.21,0.08,0.01,0.03,4.5,0.8
181,25.99,15539,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,10315,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,17114,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,15096,0.66,0.22,0.04,0.01,0.07,4.4,1.2
182,25.99,11265,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,18823,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,12690,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,12635,0.67,0.21,0.08,0.01,0.03,4.5,0.8
183,27.99,14139,0.56,0.25,0.14,0.03,0.02,4.3,0.9,25.99,14268,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,18839,0.58,0.24,0.11,0.03,0.04,4.3,1.1,12.99,10318,0.58,0.24,0.11,0.03,0.04,4.3,1.1
184,23.99,19545,0.7,0.09,0.08,0.07,0.06,4.3,1.5,25.99,15467,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,14028,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,16087,0.53,0.34,0.11,0.01,0.01,4.4,0.6
185,23.99,13045,0.58,0.24,0.11,0.03,0.04,4.3,1.1,25.99,10696,0.57,0.33,0.05,0.02,0.03,4.4,0.8,14.99,14298,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,11852,0.51,0.33,0.11,0.03,0.02,4.3,0.8
186,27.99,15217,0.56,0.25,0.14,0.03,0.02,4.3,0.9,23.99,10412,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,10765,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,15261,0.78,0.08,0.03,0.05,0.06,4.5,1.3
187,27.99,19801,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,13912,0.64,0.13,0.12,0.1,0.01,4.3,1.2,12.99,15875,0.64,0.23,0.06,0.04,0.03,4.4,1,16.99,11227,0.66,0.22,0.04,0.01,0.07,4.4,1.2
188,23.99,10612,0.51,0.33,0.11,0.03,0.02,4.3,0.8,27.99,15180,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,15750,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,12423,0.64,0.13,0.12,0.1,0.01,4.3,1.2
189,25.99,19414,0.67,0.16,0.1,0.03,0.04,4.4,1.1,23.99,17151,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,13100,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,14488,0.67,0.16,0.1,0.03,0.04,4.4,1.1
190,25.99,16024,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,18513,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,18733,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,16925,0.7,0.09,0.08,0.07,0.06,4.3,1.5
191,25.99,18624,0.53,0.34,0.11,0.01,0.01,4.4,0.6,25.99,13806,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,12806,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,12592,0.58,0.24,0.11,0.03,0.04,4.3,1.1
192,25.99,11781,0.63,0.22,0.02,0.06,0.07,4.3,1.4,27.99,15635,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,11390,0.72,0.11,0.08,0.03,0.06,4.4,1.3,14.99,17495,0.65,0.25,0.08,0.01,0.01,4.5,0.6
193,27.99,19073,0.76,0.14,0.01,0.03,0.06,4.5,1.2,27.99,19439,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,19768,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,19389,0.65,0.25,0.07,0.01,0.02,4.5,0.7
