ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
543,28.99,13018,0.75,0.12,0.1,0.02,0.01,4.6,0.65,26.99,16662,0.6,0.28,0.08,0.02,0.02,4.4,0.76,15.99,5096,0.71,0.17,0.01,0.02,0.09,4.4,1.43,16.99,5811,0.77,0.12,0.05,0.03,0.03,4.6,0.86
549,26.99,14476,0.69,0.14,0.14,0.02,0.01,4.5,0.77,26.99,10206,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,11441,0.82,0.09,0.01,0.03,0.05,4.6,1,17.99,14327,0.83,0.05,0.03,0.04,0.05,4.6,1.1
552,28.99,16121,0.76,0.08,0.04,0.02,0.1,4.4,1.64,26.99,5581,0.82,0.07,0.04,0.03,0.04,4.6,0.97,15.99,17932,0.76,0.08,0.02,0.06,0.08,4.4,1.54,15.99,10076,0.71,0.12,0.12,0.04,0.01,4.5,0.85
556,26.99,19426,0.7,0.18,0.06,0.05,0.01,4.5,0.81,26.99,11449,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,18640,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,13002,0.81,0.08,0.06,0.01,0.04,4.6,0.93
564,24.99,8139,0.68,0.18,0.05,0.03,0.06,4.4,1.22,28.99,9178,0.82,0.04,0.04,0.02,0.08,4.5,1.43,16.99,7742,0.69,0.14,0.14,0.02,0.01,4.5,0.77,17.99,14927,0.62,0.27,0.04,0.02,0.05,4.4,1.02
568,24.99,19009,0.7,0.18,0.06,0.05,0.01,4.5,0.81,28.99,15137,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,11005,0.62,0.27,0.04,0.02,0.05,4.4,1.02,17.99,9882,0.82,0.09,0.01,0.03,0.05,4.6,1
571,26.99,5765,0.69,0.2,0.01,0.03,0.07,4.4,1.31,28.99,12522,0.77,0.12,0.01,0.05,0.05,4.5,1.21,16.99,5334,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,14990,0.68,0.19,0.04,0.02,0.07,4.4,1.27
572,26.99,9322,0.68,0.18,0.05,0.03,0.06,4.4,1.22,28.99,15887,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,12635,0.73,0.15,0.01,0.02,0.09,4.4,1.49,16.99,5541,0.81,0.08,0.06,0.01,0.04,4.6,0.93
574,24.99,13168,0.77,0.13,0.01,0.01,0.08,4.5,1.29,28.99,19317,0.65,0.19,0.11,0.03,0.02,4.4,0.91,16.99,9178,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,10729,0.74,0.1,0.07,0.02,0.07,4.4,1.36
582,26.99,15607,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,6683,0.82,0.09,0.01,0.03,0.05,4.6,1,16.99,6143,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,14980,0.83,0.05,0.03,0.04,0.05,4.6,1.1
603,24.99,11062,0.71,0.23,0.03,0.02,0.01,4.6,0.53,28.99,18271,0.64,0.26,0.02,0.01,0.07,4.4,1.15,17.99,5555,0.77,0.12,0.05,0.03,0.03,4.6,0.86,16.99,12296,0.65,0.25,0.07,0.01,0.02,4.5,0.67
633,24.99,8196,0.65,0.19,0.11,0.03,0.02,4.4,0.91,26.99,15340,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,12697,0.68,0.19,0.04,0.02,0.07,4.4,1.27,16.99,13781,0.82,0.09,0.01,0.03,0.05,4.6,1
643,24.99,14982,0.74,0.1,0.07,0.02,0.07,4.4,1.36,28.99,16442,0.72,0.13,0.11,0.01,0.03,4.5,0.87,15.99,7562,0.64,0.24,0.1,0.01,0.01,4.5,0.61,17.99,11569,0.82,0.07,0.04,0.03,0.04,4.6,0.97
644,28.99,17593,0.72,0.18,0.07,0.02,0.01,4.6,0.62,26.99,6298,0.6,0.28,0.08,0.02,0.02,4.4,0.76,15.99,6253,0.82,0.01,0.01,0.07,0.09,4.4,1.74,17.99,18187,0.78,0.07,0.06,0.05,0.04,4.5,1.15
646,28.99,11613,0.77,0.11,0.07,0.04,0.01,4.6,0.74,24.99,12515,0.82,0.01,0.01,0.07,0.09,4.4,1.74,16.99,18731,0.74,0.14,0.05,0.03,0.04,4.5,1.06,16.99,16881,0.72,0.13,0.11,0.01,0.03,4.5,0.87
657,28.99,12237,0.73,0.16,0.04,0.01,0.06,4.5,1.1,28.99,17159,0.74,0.14,0.05,0.03,0.04,4.5,1.06,17.99,11764,0.77,0.11,0.07,0.04,0.01,4.6,0.74,16.99,15712,0.62,0.32,0.01,0.02,0.03,4.5,0.74
658,28.99,16945,0.78,0.15,0.02,0.01,0.04,4.6,0.89,26.99,11405,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,12154,0.7,0.18,0.06,0.05,0.01,4.5,0.81,15.99,19254,0.69,0.2,0.01,0.03,0.07,4.4,1.31
668,26.99,19048,0.77,0.12,0.05,0.03,0.03,4.6,0.86,24.99,17832,0.62,0.32,0.01,0.02,0.03,4.5,0.74,16.99,16859,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,11474,0.69,0.14,0.14,0.02,0.01,4.5,0.77
669,26.99,10101,0.73,0.19,0.04,0.03,0.01,4.6,0.58,26.99,16471,0.72,0.13,0.11,0.01,0.03,4.5,0.87,16.99,17918,0.65,0.22,0.05,0.05,0.03,4.4,0.99,15.99,6003,0.66,0.19,0.07,0.04,0.04,4.4,1.09
671,24.99,5932,0.72,0.14,0.07,0.04,0.03,4.5,0.98,24.99,14876,0.6,0.28,0.08,0.02,0.02,4.4,0.76,17.99,5753,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,6771,0.66,0.19,0.07,0.04,0.04,4.4,1.09
690,26.99,15057,0.72,0.18,0.07,0.02,0.01,4.6,0.62,24.99,7315,0.77,0.11,0.07,0.04,0.01,4.6,0.74,17.99,13623,0.72,0.13,0.11,0.01,0.03,4.5,0.87,16.99,8183,0.64,0.24,0.1,0.01,0.01,4.5,0.61
694,26.99,9818,0.71,0.17,0.01,0.02,0.09,4.4,1.43,26.99,10729,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,10895,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,13054,0.82,0.05,0.02,0.01,0.1,4.5,1.5
701,24.99,18982,0.52,0.4,0.03,0.03,0.02,4.4,0.66,28.99,5034,0.77,0.12,0.01,0.05,0.05,4.5,1.21,17.99,16523,0.64,0.24,0.1,0.01,0.01,4.5,0.61,17.99,15777,0.72,0.15,0.07,0.02,0.04,4.5,1.02
714,24.99,10149,0.68,0.18,0.05,0.03,0.06,4.4,1.22,28.99,7569,0.73,0.16,0.04,0.01,0.06,4.5,1.1,15.99,11261,0.75,0.12,0.1,0.02,0.01,4.6,0.65,15.99,11108,0.71,0.23,0.03,0.02,0.01,4.6,0.53
717,24.99,10125,0.72,0.15,0.07,0.02,0.04,4.5,1.02,26.99,12436,0.75,0.18,0.03,0.01,0.03,4.6,0.71,17.99,7551,0.86,0.03,0.01,0.04,0.06,4.6,1.22,16.99,16002,0.6,0.28,0.08,0.02,0.02,4.4,0.76
721,26.99,9836,0.77,0.13,0.06,0.03,0.01,4.6,0.68,24.99,13343,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,7680,0.71,0.23,0.03,0.02,0.01,4.6,0.53,15.99,16534,0.62,0.26,0.05,0.02,0.05,4.4,1.05
731,24.99,5610,0.77,0.13,0.01,0.01,0.08,4.5,1.29,28.99,5320,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,12832,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,18787,0.62,0.27,0.04,0.02,0.05,4.4,1.02
732,26.99,15189,0.83,0.05,0.03,0.04,0.05,4.6,1.1,24.99,9396,0.64,0.26,0.02,0.01,0.07,4.4,1.15,15.99,8063,0.75,0.12,0.1,0.02,0.01,4.6,0.65,17.99,14994,0.71,0.12,0.12,0.04,0.01,4.5,0.85
733,26.99,13699,0.82,0.04,0.04,0.02,0.08,4.5,1.43,26.99,14494,0.72,0.13,0.11,0.01,0.03,4.5,0.87,17.99,19769,0.86,0.03,0.01,0.04,0.06,4.6,1.22,15.99,17033,0.73,0.15,0.01,0.02,0.09,4.4,1.49
741,26.99,17975,0.82,0.05,0.02,0.01,0.1,4.5,1.5,28.99,13217,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,16061,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,10875,0.82,0.04,0.04,0.02,0.08,4.5,1.43
745,26.99,9879,0.72,0.18,0.07,0.02,0.01,4.6,0.62,26.99,9926,0.74,0.18,0.02,0.03,0.03,4.6,0.77,15.99,9970,0.62,0.26,0.05,0.02,0.05,4.4,1.05,16.99,18666,0.72,0.14,0.07,0.04,0.03,4.5,0.98
746,26.99,19812,0.72,0.14,0.07,0.04,0.03,4.5,0.98,24.99,11750,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,15226,0.65,0.19,0.11,0.03,0.02,4.4,0.91,16.99,12008,0.83,0.07,0.01,0.02,0.07,4.6,1.19
750,26.99,5862,0.83,0.07,0.01,0.02,0.07,4.6,1.19,24.99,18629,0.71,0.17,0.01,0.02,0.09,4.4,1.43,17.99,14525,0.73,0.19,0.04,0.03,0.01,4.6,0.58,15.99,12997,0.69,0.2,0.01,0.03,0.07,4.4,1.31
759,26.99,9750,0.74,0.1,0.07,0.02,0.07,4.4,1.36,28.99,11852,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,7978,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,17120,0.62,0.24,0.08,0.05,0.01,4.4,0.86
764,28.99,17626,0.77,0.13,0.06,0.03,0.01,4.6,0.68,26.99,14205,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,8863,0.73,0.15,0.01,0.02,0.09,4.4,1.49,17.99,16201,0.82,0.03,0.04,0.05,0.06,4.5,1.36
769,24.99,5402,0.52,0.4,0.03,0.03,0.02,4.4,0.66,26.99,10109,0.82,0.03,0.04,0.05,0.06,4.5,1.36,15.99,5032,0.78,0.15,0.02,0.01,0.04,4.6,0.89,17.99,13008,0.68,0.19,0.04,0.02,0.07,4.4,1.27
771,26.99,5737,0.71,0.12,0.12,0.04,0.01,4.5,0.85,26.99,9167,0.73,0.16,0.04,0.01,0.06,4.5,1.1,16.99,11824,0.66,0.19,0.07,0.04,0.04,4.4,1.09,17.99,19820,0.82,0.05,0.02,0.01,0.1,4.5,1.5
773,28.99,18621,0.61,0.26,0.08,0.04,0.01,4.4,0.8,28.99,13928,0.52,0.4,0.03,0.03,0.02,4.4,0.66,17.99,16813,0.73,0.16,0.04,0.01,0.06,4.5,1.1,16.99,13811,0.65,0.22,0.05,0.05,0.03,4.4,0.99
780,24.99,18931,0.77,0.12,0.01,0.05,0.05,4.5,1.21,26.99,10397,0.83,0.05,0.05,0.03,0.04,4.6,1.04,16.99,12049,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,14560,0.69,0.14,0.14,0.02,0.01,4.5,0.77
781,28.99,7388,0.73,0.16,0.04,0.01,0.06,4.5,1.1,24.99,11836,0.65,0.19,0.11,0.03,0.02,4.4,0.91,17.99,13349,0.83,0.07,0.01,0.02,0.07,4.6,1.19,16.99,19989,0.68,0.18,0.05,0.03,0.06,4.4,1.22
786,24.99,18592,0.77,0.12,0.01,0.05,0.05,4.5,1.21,26.99,15247,0.75,0.17,0.03,0.02,0.03,4.6,0.79,16.99,18479,0.61,0.26,0.08,0.04,0.01,4.4,0.8,15.99,7625,0.71,0.12,0.12,0.04,0.01,4.5,0.85
788,28.99,13445,0.65,0.19,0.11,0.03,0.02,4.4,0.91,28.99,18392,0.64,0.26,0.02,0.01,0.07,4.4,1.15,16.99,13010,0.75,0.17,0.03,0.02,0.03,4.6,0.79,17.99,19567,0.74,0.1,0.07,0.02,0.07,4.4,1.36
795,24.99,12443,0.6,0.32,0.01,0.03,0.04,4.4,0.95,26.99,18785,0.69,0.14,0.14,0.02,0.01,4.5,0.77,15.99,19503,0.61,0.26,0.08,0.04,0.01,4.4,0.8,16.99,9335,0.66,0.22,0.09,0.02,0.01,4.5,0.7
799,24.99,14469,0.72,0.15,0.07,0.02,0.04,4.5,1.02,24.99,15173,0.82,0.05,0.02,0.01,0.1,4.5,1.5,16.99,13723,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,10376,0.6,0.28,0.08,0.02,0.02,4.4,0.76
807,26.99,13828,0.52,0.4,0.03,0.03,0.02,4.4,0.66,26.99,11653,0.62,0.27,0.04,0.02,0.05,4.4,1.02,16.99,5896,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,14241,0.77,0.13,0.01,0.01,0.08,4.5,1.29
809,28.99,8677,0.78,0.15,0.02,0.01,0.04,4.6,0.89,24.99,6750,0.72,0.15,0.07,0.02,0.04,4.5,1.02,17.99,14980,0.74,0.1,0.07,0.02,0.07,4.4,1.36,16.99,9225,0.78,0.07,0.06,0.05,0.04,4.5,1.15
812,28.99,18023,0.62,0.24,0.08,0.05,0.01,4.4,0.86,28.99,14645,0.6,0.28,0.08,0.02,0.02,4.4,0.76,15.99,7185,0.77,0.12,0.01,0.05,0.05,4.5,1.21,16.99,19864,0.68,0.18,0.05,0.03,0.06,4.4,1.22
814,24.99,8309,0.65,0.19,0.11,0.03,0.02,4.4,0.91,28.99,7032,0.65,0.25,0.07,0.01,0.02,4.5,0.67,17.99,11454,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,6060,0.72,0.18,0.07,0.02,0.01,4.6,0.62
820,24.99,8105,0.82,0.09,0.01,0.03,0.05,4.6,1,28.99,15086,0.7,0.2,0.05,0.01,0.04,4.5,0.9,17.99,17758,0.72,0.15,0.07,0.02,0.04,4.5,1.02,16.99,10766,0.68,0.18,0.05,0.03,0.06,4.4,1.22
822,24.99,9650,0.68,0.19,0.04,0.02,0.07,4.4,1.27,28.99,16008,0.62,0.27,0.04,0.02,0.05,4.4,1.02,15.99,11471,0.74,0.14,0.05,0.03,0.04,4.5,1.06,15.99,5148,0.77,0.11,0.07,0.04,0.01,4.6,0.74
828,28.99,8035,0.72,0.13,0.11,0.01,0.03,4.5,0.87,26.99,16030,0.65,0.22,0.05,0.05,0.03,4.4,0.99,17.99,19058,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,9247,0.82,0.07,0.04,0.03,0.04,4.6,0.97
829,28.99,6080,0.65,0.25,0.07,0.01,0.02,4.5,0.67,26.99,15862,0.65,0.22,0.05,0.05,0.03,4.4,0.99,15.99,18785,0.72,0.15,0.07,0.02,0.04,4.5,1.02,16.99,5806,0.81,0.08,0.06,0.01,0.04,4.6,0.93
840,26.99,10426,0.62,0.32,0.01,0.02,0.03,4.5,0.74,28.99,15820,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,14858,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,13543,0.73,0.19,0.04,0.03,0.01,4.6,0.58
842,24.99,19982,0.73,0.15,0.01,0.02,0.09,4.4,1.49,24.99,8651,0.83,0.07,0.01,0.02,0.07,4.6,1.19,15.99,10750,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,5278,0.72,0.18,0.07,0.02,0.01,4.6,0.62
844,26.99,17014,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,18486,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,17655,0.72,0.13,0.11,0.01,0.03,4.5,0.87,16.99,9239,0.83,0.07,0.01,0.02,0.07,4.6,1.19
853,24.99,10278,0.62,0.26,0.05,0.02,0.05,4.4,1.05,26.99,12231,0.65,0.25,0.07,0.01,0.02,4.5,0.67,17.99,5422,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,9095,0.82,0.04,0.04,0.02,0.08,4.5,1.43
857,24.99,10938,0.82,0.01,0.01,0.07,0.09,4.4,1.74,28.99,8095,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,17588,0.75,0.12,0.1,0.02,0.01,4.6,0.65,17.99,14557,0.81,0.08,0.06,0.01,0.04,4.6,0.93
860,28.99,16572,0.74,0.14,0.05,0.03,0.04,4.5,1.06,24.99,7093,0.83,0.07,0.01,0.02,0.07,4.6,1.19,16.99,19784,0.75,0.18,0.03,0.01,0.03,4.6,0.71,15.99,11765,0.65,0.22,0.05,0.05,0.03,4.4,0.99
864,24.99,10874,0.6,0.32,0.01,0.03,0.04,4.4,0.95,28.99,5130,0.7,0.2,0.05,0.01,0.04,4.5,0.9,17.99,15968,0.62,0.26,0.05,0.02,0.05,4.4,1.05,16.99,6523,0.68,0.18,0.05,0.03,0.06,4.4,1.22
868,24.99,17733,0.66,0.19,0.07,0.04,0.04,4.4,1.09,28.99,6997,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,19001,0.72,0.14,0.07,0.04,0.03,4.5,0.98,15.99,10352,0.7,0.2,0.05,0.01,0.04,4.5,0.9
873,26.99,6673,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,13367,0.6,0.28,0.08,0.02,0.02,4.4,0.76,16.99,13715,0.68,0.19,0.04,0.02,0.07,4.4,1.27,17.99,19044,0.82,0.09,0.01,0.03,0.05,4.6,1
874,28.99,6618,0.82,0.09,0.01,0.03,0.05,4.6,1,28.99,9606,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,15692,0.82,0.03,0.04,0.05,0.06,4.5,1.36,16.99,8342,0.75,0.18,0.03,0.01,0.03,4.6,0.71
880,26.99,17326,0.66,0.19,0.07,0.04,0.04,4.4,1.09,28.99,14038,0.82,0.03,0.04,0.05,0.06,4.5,1.36,15.99,19743,0.64,0.26,0.02,0.01,0.07,4.4,1.15,16.99,19394,0.81,0.08,0.06,0.01,0.04,4.6,0.93
882,26.99,6848,0.77,0.12,0.01,0.05,0.05,4.5,1.21,24.99,5466,0.82,0.01,0.01,0.07,0.09,4.4,1.74,17.99,17148,0.75,0.12,0.1,0.02,0.01,4.6,0.65,15.99,5786,0.6,0.32,0.01,0.03,0.04,4.4,0.95
886,24.99,17894,0.65,0.22,0.05,0.05,0.03,4.4,0.99,24.99,5148,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,18725,0.73,0.16,0.04,0.01,0.06,4.5,1.1,17.99,18137,0.75,0.12,0.1,0.02,0.01,4.6,0.65
887,26.99,13342,0.66,0.22,0.09,0.02,0.01,4.5,0.7,28.99,15981,0.83,0.05,0.03,0.04,0.05,4.6,1.1,15.99,13022,0.62,0.27,0.04,0.02,0.05,4.4,1.02,15.99,10220,0.73,0.15,0.01,0.02,0.09,4.4,1.49
891,24.99,11097,0.68,0.18,0.05,0.03,0.06,4.4,1.22,26.99,14394,0.72,0.13,0.11,0.01,0.03,4.5,0.87,15.99,13817,0.6,0.28,0.08,0.02,0.02,4.4,0.76,16.99,9618,0.7,0.18,0.06,0.05,0.01,4.5,0.81
895,24.99,8804,0.76,0.08,0.04,0.02,0.1,4.4,1.64,28.99,8127,0.74,0.14,0.05,0.03,0.04,4.5,1.06,15.99,5193,0.73,0.16,0.04,0.01,0.06,4.5,1.1,17.99,15726,0.83,0.07,0.01,0.02,0.07,4.6,1.19
898,26.99,13422,0.77,0.13,0.06,0.03,0.01,4.6,0.68,24.99,15006,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,15919,0.76,0.08,0.02,0.06,0.08,4.4,1.54,17.99,6407,0.74,0.14,0.05,0.03,0.04,4.5,1.06
899,24.99,11095,0.64,0.26,0.02,0.01,0.07,4.4,1.15,28.99,7028,0.77,0.13,0.01,0.01,0.08,4.5,1.29,16.99,17985,0.6,0.32,0.01,0.03,0.04,4.4,0.95,17.99,19537,0.72,0.18,0.07,0.02,0.01,4.6,0.62
907,26.99,14335,0.83,0.05,0.03,0.04,0.05,4.6,1.1,24.99,19915,0.61,0.26,0.08,0.04,0.01,4.4,0.8,17.99,5472,0.82,0.09,0.01,0.03,0.05,4.6,1,16.99,7368,0.82,0.04,0.04,0.02,0.08,4.5,1.43
915,28.99,9558,0.72,0.13,0.11,0.01,0.03,4.5,0.87,24.99,17394,0.76,0.08,0.04,0.02,0.1,4.4,1.64,15.99,11090,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,8146,0.65,0.25,0.07,0.01,0.02,4.5,0.67
916,26.99,15053,0.75,0.18,0.03,0.01,0.03,4.6,0.71,26.99,11691,0.75,0.18,0.03,0.01,0.03,4.6,0.71,17.99,5414,0.71,0.23,0.03,0.02,0.01,4.6,0.53,15.99,7065,0.69,0.14,0.14,0.02,0.01,4.5,0.77
919,24.99,12461,0.76,0.08,0.02,0.06,0.08,4.4,1.54,26.99,9438,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,12111,0.68,0.19,0.04,0.02,0.07,4.4,1.27,16.99,7913,0.71,0.12,0.12,0.04,0.01,4.5,0.85
920,28.99,10066,0.74,0.14,0.05,0.03,0.04,4.5,1.06,24.99,5162,0.68,0.18,0.05,0.03,0.06,4.4,1.22,17.99,15118,0.77,0.12,0.01,0.05,0.05,4.5,1.21,16.99,15645,0.73,0.15,0.01,0.02,0.09,4.4,1.49
922,24.99,17232,0.74,0.1,0.07,0.02,0.07,4.4,1.36,26.99,5469,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,11557,0.77,0.13,0.05,0.02,0.03,4.6,0.84,15.99,7777,0.69,0.14,0.14,0.02,0.01,4.5,0.77
926,28.99,8312,0.74,0.14,0.05,0.03,0.04,4.5,1.06,24.99,16977,0.64,0.26,0.02,0.01,0.07,4.4,1.15,15.99,7114,0.73,0.19,0.04,0.03,0.01,4.6,0.58,17.99,16723,0.52,0.4,0.03,0.03,0.02,4.4,0.66
931,26.99,16159,0.62,0.24,0.08,0.05,0.01,4.4,0.86,24.99,9592,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,15359,0.82,0.07,0.04,0.03,0.04,4.6,0.97,15.99,17527,0.72,0.13,0.11,0.01,0.03,4.5,0.87
940,26.99,11740,0.73,0.19,0.04,0.03,0.01,4.6,0.58,26.99,8717,0.83,0.05,0.03,0.04,0.05,4.6,1.1,17.99,8812,0.77,0.12,0.05,0.03,0.03,4.6,0.86,17.99,15536,0.69,0.2,0.01,0.03,0.07,4.4,1.31
944,24.99,5251,0.75,0.18,0.01,0.03,0.03,4.6,0.81,26.99,10891,0.82,0.04,0.04,0.02,0.08,4.5,1.43,16.99,13183,0.83,0.07,0.01,0.02,0.07,4.6,1.19,15.99,15550,0.7,0.18,0.06,0.05,0.01,4.5,0.81
954,24.99,11235,0.73,0.19,0.04,0.03,0.01,4.6,0.58,24.99,7330,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,7515,0.52,0.4,0.03,0.03,0.02,4.4,0.66,17.99,6971,0.72,0.18,0.07,0.02,0.01,4.6,0.62
961,24.99,5999,0.65,0.22,0.05,0.05,0.03,4.4,0.99,28.99,16012,0.74,0.1,0.07,0.02,0.07,4.4,1.36,16.99,8756,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,17751,0.62,0.24,0.08,0.05,0.01,4.4,0.86
963,26.99,18290,0.72,0.13,0.11,0.01,0.03,4.5,0.87,24.99,6433,0.86,0.03,0.01,0.04,0.06,4.6,1.22,15.99,12389,0.65,0.22,0.05,0.05,0.03,4.4,0.99,15.99,12384,0.71,0.17,0.01,0.02,0.09,4.4,1.43
970,24.99,11549,0.62,0.24,0.08,0.05,0.01,4.4,0.86,28.99,12016,0.82,0.03,0.04,0.05,0.06,4.5,1.36,16.99,15812,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,19952,0.72,0.15,0.07,0.02,0.04,4.5,1.02
971,28.99,17025,0.64,0.24,0.1,0.01,0.01,4.5,0.61,24.99,10623,0.62,0.26,0.05,0.02,0.05,4.4,1.05,16.99,15183,0.74,0.18,0.02,0.03,0.03,4.6,0.77,15.99,13246,0.66,0.22,0.09,0.02,0.01,4.5,0.7
977,26.99,13940,0.77,0.12,0.05,0.03,0.03,4.6,0.86,24.99,6513,0.65,0.25,0.07,0.01,0.02,4.5,0.67,17.99,5295,0.65,0.25,0.07,0.01,0.02,4.5,0.67,15.99,13036,0.71,0.17,0.01,0.02,0.09,4.4,1.43
978,24.99,13798,0.76,0.08,0.04,0.02,0.1,4.4,1.64,24.99,16850,0.52,0.4,0.03,0.03,0.02,4.4,0.66,15.99,16803,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,11818,0.75,0.17,0.03,0.02,0.03,4.6,0.79
979,26.99,5498,0.77,0.13,0.05,0.02,0.03,4.6,0.84,28.99,14348,0.82,0.05,0.02,0.01,0.1,4.5,1.5,15.99,8144,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,13594,0.73,0.15,0.01,0.02,0.09,4.4,1.49
986,26.99,9282,0.74,0.18,0.02,0.03,0.03,4.6,0.77,26.99,19659,0.69,0.2,0.01,0.03,0.07,4.4,1.31,16.99,15492,0.83,0.05,0.03,0.04,0.05,4.6,1.1,15.99,18565,0.62,0.26,0.05,0.02,0.05,4.4,1.05
994,26.99,16680,0.61,0.26,0.08,0.04,0.01,4.4,0.8,28.99,18129,0.75,0.18,0.01,0.03,0.03,4.6,0.81,15.99,12010,0.74,0.14,0.05,0.03,0.04,4.5,1.06,16.99,19797,0.75,0.18,0.03,0.01,0.03,4.6,0.71
1003,24.99,17616,0.82,0.07,0.04,0.03,0.04,4.6,0.97,24.99,14946,0.71,0.23,0.03,0.02,0.01,4.6,0.53,16.99,17145,0.62,0.32,0.01,0.02,0.03,4.5,0.74,17.99,10718,0.81,0.08,0.06,0.01,0.04,4.6,0.93
1011,28.99,9563,0.71,0.12,0.12,0.04,0.01,4.5,0.85,24.99,6275,0.62,0.24,0.08,0.05,0.01,4.4,0.86,15.99,14831,0.62,0.32,0.01,0.02,0.03,4.5,0.74,17.99,18518,0.73,0.19,0.04,0.03,0.01,4.6,0.58
1012,24.99,14936,0.72,0.15,0.07,0.02,0.04,4.5,1.02,28.99,19204,0.78,0.15,0.02,0.01,0.04,4.6,0.89,15.99,10421,0.62,0.26,0.05,0.02,0.05,4.4,1.05,16.99,9368,0.72,0.15,0.07,0.02,0.04,4.5,1.02
1030,24.99,5763,0.78,0.15,0.02,0.01,0.04,4.6,0.89,28.99,13219,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,18995,0.82,0.03,0.04,0.05,0.06,4.5,1.36,15.99,7151,0.64,0.24,0.1,0.01,0.01,4.5,0.61
1036,28.99,5724,0.82,0.07,0.04,0.03,0.04,4.6,0.97,24.99,9641,0.62,0.27,0.04,0.02,0.05,4.4,1.02,17.99,6304,0.69,0.14,0.14,0.02,0.01,4.5,0.77,15.99,12429,0.74,0.1,0.07,0.02,0.07,4.4,1.36
1043,28.99,19979,0.82,0.09,0.01,0.03,0.05,4.6,1,24.99,15658,0.74,0.1,0.07,0.02,0.07,4.4,1.36,16.99,11806,0.73,0.19,0.04,0.03,0.01,4.6,0.58,15.99,5771,0.82,0.03,0.04,0.05,0.06,4.5,1.36
1053,28.99,15516,0.71,0.23,0.03,0.02,0.01,4.6,0.53,28.99,17695,0.74,0.18,0.02,0.03,0.03,4.6,0.77,15.99,12690,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,9621,0.77,0.13,0.01,0.01,0.08,4.5,1.29
