"","e1_pr","e1_vol","e1_s1","e1_s2","e1_s3","e1_s4","e1_s5","e1_mean","e1_var","e2_pr","e2_vol","e2_s1","e2_s2","e2_s3","e2_s4","e2_s5","e2_mean","e2_var","b1_pr","b1_vol","b1_s1","b1_s2","b1_s3","b1_s4","b1_s5","b1_mean","b1_var","b2_pr","b2_vol","b2_s1","b2_s2","b2_s3","b2_s4","b2_s5","b2_mean","b2_var"
"96",28.99,8411,0.87,0.02,0.02,0.01,0.08,4.6,1.32,24.99,8540,0.84,0.07,0.01,0.04,0.04,4.6,1.01,18.99,6600,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,11136,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"97",26.99,7642,0.86,0.03,0.02,0.01,0.08,4.6,1.3,26.99,17007,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,15369,0.67,0.17,0.1,0.02,0.04,4.4,1.01,14.99,17357,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"98",24.99,16702,0.55,0.33,0.09,0.01,0.02,4.4,0.72,26.99,17905,0.68,0.12,0.12,0.07,0.01,4.4,1,16.99,18960,0.8,0.08,0.01,0.05,0.06,4.5,1.3,18.99,18572,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"99",24.99,8631,0.71,0.18,0.04,0.02,0.05,4.5,1,26.99,14763,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,12210,0.83,0.05,0.05,0.04,0.03,4.6,0.99,16.99,6189,0.79,0.13,0.01,0.01,0.06,4.6,1
"100",26.99,15449,0.72,0.12,0.08,0.01,0.07,4.4,1.28,24.99,9299,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,14547,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,14012,0.55,0.35,0.07,0.01,0.02,4.4,0.7
"101",28.99,8396,0.76,0.13,0.08,0.01,0.02,4.6,0.68,26.99,14923,0.81,0.11,0.01,0.02,0.05,4.6,1,14.99,17384,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,5298,0.81,0.11,0.01,0.02,0.05,4.6,1
"102",24.99,6823,0.62,0.32,0.02,0.02,0.02,4.5,0.68,24.99,15814,0.65,0.23,0.09,0.02,0.01,4.5,0.69,18.99,7414,0.75,0.12,0.08,0.04,0.01,4.6,0.69,14.99,8053,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"103",26.99,17651,0.56,0.32,0.09,0.02,0.01,4.4,0.68,24.99,14866,0.54,0.41,0.01,0.01,0.03,4.4,0.69,18.99,15025,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,16244,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"104",26.99,10946,0.67,0.17,0.1,0.02,0.04,4.4,1.01,26.99,10843,0.66,0.17,0.12,0.01,0.04,4.4,0.99,16.99,13915,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,13018,0.77,0.11,0.03,0.02,0.07,4.5,1.3
"105",28.99,9215,0.7,0.2,0.03,0.03,0.04,4.5,0.99,24.99,19677,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,15097,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,7087,0.76,0.12,0.09,0.02,0.01,4.6,0.69
"106",28.99,6326,0.78,0.12,0.01,0.01,0.08,4.5,1.31,26.99,9230,0.77,0.11,0.09,0.01,0.02,4.6,0.72,16.99,16629,0.61,0.3,0.02,0.02,0.05,4.4,0.99,14.99,6359,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"107",24.99,8974,0.72,0.12,0.08,0.01,0.07,4.4,1.28,28.99,14115,0.68,0.12,0.12,0.07,0.01,4.4,1,14.99,9689,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,6044,0.67,0.22,0.01,0.02,0.08,4.4,1.32
"108",24.99,13889,0.61,0.23,0.14,0.01,0.01,4.4,0.71,24.99,11982,0.61,0.3,0.02,0.02,0.05,4.4,0.99,18.99,11861,0.66,0.17,0.12,0.01,0.04,4.4,0.99,18.99,15063,0.8,0.08,0.01,0.05,0.06,4.5,1.3
"109",24.99,7592,0.71,0.16,0.05,0.01,0.07,4.4,1.3,26.99,8910,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,6842,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,16670,0.64,0.24,0.05,0.03,0.04,4.4,1
"110",26.99,9349,0.79,0.09,0.01,0.05,0.06,4.5,1.3,24.99,15446,0.8,0.08,0.01,0.05,0.06,4.5,1.3,18.99,13523,0.55,0.35,0.07,0.01,0.02,4.4,0.7,18.99,6987,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"111",28.99,8392,0.75,0.12,0.08,0.04,0.01,4.6,0.69,26.99,5884,0.81,0.11,0.01,0.02,0.05,4.6,1,14.99,8828,0.86,0.04,0.01,0.01,0.08,4.6,1.3,14.99,10496,0.72,0.1,0.09,0.04,0.05,4.4,1.3
"112",24.99,17970,0.71,0.19,0.03,0.03,0.04,4.5,1.01,26.99,10972,0.72,0.14,0.04,0.03,0.07,4.4,1.32,14.99,14164,0.81,0.08,0.03,0.04,0.04,4.6,1,18.99,16012,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"113",24.99,7772,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,13541,0.77,0.11,0.07,0.04,0.01,4.6,0.7,14.99,9816,0.87,0.01,0.02,0.03,0.07,4.6,1.29,14.99,11244,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"114",24.99,7315,0.67,0.22,0.01,0.02,0.08,4.4,1.32,28.99,12461,0.75,0.1,0.07,0.06,0.02,4.5,0.99,18.99,7067,0.77,0.12,0.02,0.01,0.08,4.5,1.31,14.99,13703,0.53,0.37,0.06,0.02,0.02,4.4,0.7
"115",26.99,19008,0.77,0.11,0.07,0.04,0.01,4.6,0.7,26.99,8036,0.85,0.05,0.01,0.01,0.08,4.6,1.3,18.99,6660,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,16798,0.54,0.41,0.01,0.01,0.03,4.4,0.69
"116",24.99,8966,0.66,0.14,0.14,0.03,0.03,4.4,1.02,26.99,14264,0.64,0.24,0.05,0.03,0.04,4.4,1,14.99,8516,0.69,0.15,0.08,0.02,0.06,4.4,1.28,18.99,18785,0.82,0.06,0.05,0.03,0.04,4.6,1.02
"117",24.99,10373,0.55,0.35,0.07,0.01,0.02,4.4,0.7,26.99,14676,0.75,0.12,0.07,0.02,0.04,4.5,1.02,16.99,17568,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,6194,0.57,0.32,0.07,0.03,0.01,4.4,0.7
"118",24.99,5515,0.61,0.23,0.14,0.01,0.01,4.4,0.71,28.99,10671,0.55,0.38,0.03,0.01,0.03,4.4,0.71,16.99,7222,0.62,0.29,0.02,0.02,0.05,4.4,1.02,18.99,16877,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"119",24.99,12315,0.71,0.18,0.04,0.02,0.05,4.5,1,24.99,9028,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,9848,0.72,0.13,0.07,0.05,0.03,4.5,0.99,16.99,9565,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"120",26.99,18724,0.86,0.04,0.01,0.01,0.08,4.6,1.31,28.99,18840,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,14613,0.86,0.04,0.01,0.01,0.08,4.6,1.31,16.99,9863,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"121",26.99,11726,0.73,0.19,0.04,0.01,0.03,4.6,0.72,28.99,14093,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,19089,0.63,0.32,0.01,0.01,0.03,4.5,0.69,14.99,11840,0.72,0.13,0.08,0.04,0.03,4.5,0.99
"122",28.99,10365,0.77,0.11,0.03,0.01,0.08,4.5,1.28,24.99,12709,0.75,0.12,0.08,0.04,0.01,4.6,0.69,14.99,8645,0.69,0.15,0.08,0.02,0.06,4.4,1.28,14.99,7084,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"123",26.99,14461,0.86,0.04,0.01,0.01,0.08,4.6,1.31,24.99,11495,0.82,0.1,0.01,0.03,0.04,4.6,0.99,18.99,13038,0.7,0.2,0.03,0.03,0.04,4.5,1.01,14.99,16055,0.77,0.11,0.09,0.01,0.02,4.6,0.72
"124",24.99,19024,0.69,0.15,0.08,0.02,0.06,4.4,1.28,26.99,13135,0.62,0.32,0.02,0.02,0.02,4.5,0.68,18.99,18083,0.87,0.02,0.02,0.01,0.08,4.6,1.29,16.99,7780,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"125",24.99,16869,0.7,0.2,0.03,0.03,0.04,4.5,1.01,28.99,15373,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,9139,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,5743,0.81,0.1,0.02,0.02,0.05,4.6,0.99
"126",26.99,7314,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,16643,0.61,0.3,0.01,0.04,0.04,4.4,1.01,18.99,7204,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,10022,0.72,0.1,0.09,0.04,0.05,4.4,1.3
"127",28.99,9180,0.75,0.1,0.07,0.06,0.02,4.5,0.99,24.99,13031,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,9878,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,13817,0.71,0.11,0.1,0.01,0.07,4.4,1.32
"128",24.99,12455,0.76,0.12,0.09,0.02,0.01,4.6,0.69,26.99,13662,0.77,0.11,0.03,0.01,0.08,4.5,1.31,16.99,16843,0.61,0.3,0.01,0.04,0.04,4.4,1.01,14.99,8128,0.82,0.06,0.04,0.04,0.04,4.6,1
"129",26.99,14044,0.77,0.11,0.07,0.04,0.01,4.6,0.7,28.99,16792,0.6,0.31,0.01,0.03,0.05,4.4,0.99,16.99,17196,0.81,0.1,0.02,0.02,0.05,4.6,0.99,16.99,15347,0.6,0.31,0.01,0.03,0.05,4.4,0.99
"130",28.99,10181,0.55,0.35,0.07,0.01,0.02,4.4,0.7,24.99,6259,0.82,0.06,0.04,0.04,0.04,4.6,1,18.99,5761,0.86,0.04,0.01,0.01,0.08,4.6,1.3,16.99,18169,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"131",28.99,6065,0.86,0.04,0.01,0.01,0.08,4.6,1.3,28.99,19107,0.77,0.11,0.03,0.01,0.08,4.5,1.31,16.99,10329,0.65,0.23,0.09,0.02,0.01,4.5,0.69,16.99,11008,0.57,0.32,0.07,0.03,0.01,4.4,0.7
"132",28.99,18620,0.71,0.16,0.05,0.01,0.07,4.4,1.3,24.99,19926,0.73,0.19,0.04,0.01,0.03,4.6,0.72,18.99,15215,0.75,0.16,0.05,0.02,0.02,4.6,0.71,16.99,19308,0.75,0.12,0.07,0.02,0.04,4.5,1.02
"133",24.99,15941,0.57,0.28,0.11,0.03,0.01,4.4,0.72,24.99,11523,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,9156,0.65,0.23,0.09,0.02,0.01,4.5,0.69,14.99,7644,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"134",26.99,16198,0.69,0.17,0.04,0.04,0.06,4.4,1.3,28.99,12531,0.72,0.1,0.09,0.04,0.05,4.4,1.3,14.99,19552,0.79,0.09,0.01,0.05,0.06,4.5,1.3,14.99,15997,0.81,0.08,0.03,0.04,0.04,4.6,1
"135",28.99,8440,0.69,0.17,0.04,0.04,0.06,4.4,1.3,24.99,15379,0.77,0.11,0.07,0.04,0.01,4.6,0.7,14.99,6239,0.71,0.18,0.04,0.02,0.05,4.5,1,14.99,18731,0.87,0.02,0.02,0.01,0.08,4.6,1.29
"136",24.99,9557,0.77,0.11,0.09,0.01,0.02,4.6,0.72,24.99,14869,0.8,0.11,0.02,0.01,0.06,4.6,1.01,16.99,5895,0.7,0.2,0.03,0.03,0.04,4.5,1.01,16.99,5450,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"137",24.99,18260,0.75,0.1,0.07,0.06,0.02,4.5,0.99,26.99,17752,0.76,0.12,0.09,0.02,0.01,4.6,0.69,18.99,5494,0.66,0.17,0.12,0.01,0.04,4.4,0.99,16.99,14909,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"138",24.99,11090,0.63,0.32,0.01,0.01,0.03,4.5,0.69,28.99,18352,0.73,0.18,0.04,0.03,0.02,4.6,0.69,14.99,8893,0.77,0.11,0.03,0.01,0.08,4.5,1.31,16.99,11249,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"139",24.99,12179,0.79,0.09,0.01,0.05,0.06,4.5,1.3,24.99,7198,0.83,0.05,0.05,0.04,0.03,4.6,0.99,16.99,12656,0.81,0.1,0.02,0.02,0.05,4.6,0.99,18.99,17813,0.77,0.11,0.03,0.02,0.07,4.5,1.3
"140",26.99,5537,0.66,0.26,0.04,0.02,0.02,4.5,0.71,28.99,11576,0.63,0.32,0.01,0.01,0.03,4.5,0.69,18.99,8926,0.72,0.12,0.08,0.01,0.07,4.4,1.28,16.99,7926,0.62,0.32,0.02,0.02,0.02,4.5,0.68
"141",26.99,8007,0.85,0.05,0.01,0.01,0.08,4.6,1.3,28.99,12626,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,15211,0.72,0.13,0.07,0.05,0.03,4.5,0.99,16.99,6179,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"142",26.99,8240,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,11943,0.85,0.05,0.01,0.01,0.08,4.6,1.3,18.99,15568,0.57,0.28,0.11,0.03,0.01,4.4,0.72,14.99,11045,0.83,0.05,0.05,0.04,0.03,4.6,0.99
"143",28.99,8517,0.71,0.16,0.05,0.01,0.07,4.4,1.3,28.99,17338,0.86,0.04,0.01,0.01,0.08,4.6,1.3,18.99,14146,0.55,0.35,0.07,0.01,0.02,4.4,0.7,16.99,10705,0.78,0.11,0.08,0.01,0.02,4.6,0.7
"144",24.99,5206,0.68,0.12,0.12,0.07,0.01,4.4,1,24.99,11031,0.66,0.2,0.11,0.02,0.01,4.5,0.69,14.99,18675,0.81,0.11,0.01,0.02,0.05,4.6,1,16.99,7986,0.75,0.12,0.07,0.02,0.04,4.5,1.02
"145",26.99,7641,0.53,0.37,0.06,0.02,0.02,4.4,0.7,28.99,10898,0.77,0.11,0.03,0.02,0.07,4.5,1.3,14.99,12051,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,19302,0.57,0.28,0.11,0.03,0.01,4.4,0.72
"146",28.99,13504,0.77,0.11,0.07,0.04,0.01,4.6,0.7,24.99,16954,0.62,0.31,0.03,0.01,0.03,4.5,0.69,14.99,13842,0.82,0.06,0.04,0.04,0.04,4.6,1,16.99,6185,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"147",28.99,11204,0.72,0.12,0.08,0.01,0.07,4.4,1.28,24.99,7793,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,6129,0.57,0.32,0.07,0.03,0.01,4.4,0.7,14.99,18066,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"148",26.99,9325,0.61,0.23,0.14,0.01,0.01,4.4,0.71,28.99,14908,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,5755,0.8,0.11,0.02,0.01,0.06,4.6,1.01,16.99,6569,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"149",28.99,14305,0.76,0.13,0.08,0.01,0.02,4.6,0.68,24.99,12635,0.86,0.04,0.01,0.01,0.08,4.6,1.31,14.99,6787,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,9535,0.69,0.15,0.08,0.02,0.06,4.4,1.28
"150",26.99,19487,0.87,0.02,0.02,0.01,0.08,4.6,1.32,24.99,6666,0.81,0.11,0.01,0.02,0.05,4.6,1,16.99,13466,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,7753,0.65,0.23,0.09,0.02,0.01,4.5,0.69
"151",28.99,15617,0.68,0.12,0.12,0.07,0.01,4.4,1,26.99,8222,0.71,0.19,0.03,0.03,0.04,4.5,1.01,16.99,5054,0.84,0.07,0.01,0.04,0.04,4.6,1.01,18.99,5879,0.81,0.11,0.01,0.02,0.05,4.6,1
"152",24.99,16381,0.75,0.16,0.05,0.02,0.02,4.6,0.71,24.99,17843,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,11462,0.87,0.02,0.02,0.01,0.08,4.6,1.29,14.99,8997,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"153",28.99,17439,0.61,0.23,0.14,0.01,0.01,4.4,0.71,26.99,5650,0.72,0.14,0.04,0.03,0.07,4.4,1.32,14.99,8994,0.8,0.08,0.01,0.05,0.06,4.5,1.3,14.99,14697,0.78,0.11,0.08,0.01,0.02,4.6,0.7
"154",28.99,18405,0.76,0.12,0.09,0.02,0.01,4.6,0.69,24.99,5467,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,19914,0.54,0.41,0.01,0.01,0.03,4.4,0.69,14.99,13401,0.72,0.13,0.08,0.04,0.03,4.5,0.99
"155",26.99,7115,0.7,0.2,0.03,0.03,0.04,4.5,0.99,28.99,8472,0.72,0.13,0.08,0.04,0.03,4.5,0.99,16.99,8995,0.87,0.02,0.02,0.01,0.08,4.6,1.29,14.99,5528,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"156",26.99,13383,0.62,0.31,0.03,0.01,0.03,4.5,0.69,26.99,17090,0.66,0.2,0.11,0.02,0.01,4.5,0.69,14.99,10819,0.66,0.24,0.06,0.02,0.02,4.5,0.71,18.99,8179,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"157",26.99,5440,0.76,0.13,0.08,0.01,0.02,4.6,0.68,28.99,14075,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,13532,0.8,0.11,0.02,0.01,0.06,4.6,1.01,16.99,7622,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"158",26.99,17590,0.77,0.11,0.01,0.05,0.06,4.5,1.29,26.99,11141,0.81,0.08,0.03,0.04,0.04,4.6,1,14.99,18403,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,6573,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"159",26.99,12016,0.7,0.2,0.03,0.03,0.04,4.5,1.01,28.99,5769,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,10113,0.8,0.08,0.03,0.01,0.08,4.5,1.31,16.99,15219,0.55,0.38,0.03,0.01,0.03,4.4,0.71
"160",26.99,7652,0.71,0.19,0.03,0.03,0.04,4.5,1.01,26.99,7822,0.8,0.08,0.03,0.01,0.08,4.5,1.31,14.99,17571,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,14332,0.61,0.3,0.02,0.02,0.05,4.4,0.99
"161",26.99,6613,0.82,0.06,0.05,0.03,0.04,4.6,1.02,28.99,18182,0.76,0.12,0.09,0.02,0.01,4.6,0.69,14.99,17680,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,9476,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"162",26.99,14953,0.52,0.41,0.03,0.01,0.03,4.4,0.68,28.99,9790,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,12366,0.7,0.2,0.03,0.03,0.04,4.5,1.01,16.99,13973,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"163",26.99,15719,0.68,0.12,0.12,0.07,0.01,4.4,1,24.99,15368,0.87,0.02,0.02,0.01,0.08,4.6,1.32,14.99,5265,0.75,0.12,0.08,0.04,0.01,4.6,0.69,16.99,11946,0.77,0.11,0.09,0.01,0.02,4.6,0.72
"164",28.99,12190,0.71,0.19,0.03,0.03,0.04,4.5,1.01,24.99,10993,0.62,0.31,0.03,0.01,0.03,4.5,0.7,14.99,10689,0.82,0.06,0.04,0.04,0.04,4.6,1,14.99,11756,0.79,0.13,0.01,0.01,0.06,4.6,1
"165",28.99,14293,0.8,0.09,0.02,0.02,0.07,4.5,1.29,24.99,14534,0.77,0.11,0.03,0.02,0.07,4.5,1.3,14.99,12652,0.77,0.11,0.03,0.01,0.08,4.5,1.28,16.99,15406,0.71,0.16,0.03,0.04,0.06,4.4,1.28
"166",28.99,9590,0.71,0.16,0.03,0.04,0.06,4.4,1.28,24.99,10596,0.82,0.06,0.05,0.03,0.04,4.6,1.02,18.99,12162,0.62,0.29,0.02,0.02,0.05,4.4,1.02,14.99,10433,0.62,0.32,0.02,0.02,0.02,4.5,0.68
"167",24.99,15407,0.65,0.22,0.06,0.03,0.04,4.4,0.99,28.99,6814,0.86,0.03,0.02,0.01,0.08,4.6,1.3,14.99,13168,0.8,0.08,0.01,0.05,0.06,4.5,1.3,18.99,5284,0.71,0.11,0.1,0.01,0.07,4.4,1.32
"168",28.99,17726,0.77,0.11,0.09,0.01,0.02,4.6,0.72,26.99,6528,0.66,0.2,0.11,0.02,0.01,4.5,0.69,14.99,8810,0.78,0.11,0.08,0.01,0.02,4.6,0.7,14.99,11385,0.66,0.2,0.11,0.02,0.01,4.5,0.69
"169",26.99,15185,0.86,0.04,0.01,0.01,0.08,4.6,1.3,28.99,11990,0.73,0.19,0.04,0.01,0.03,4.6,0.72,14.99,17095,0.86,0.04,0.01,0.01,0.08,4.6,1.3,14.99,19960,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"170",24.99,14823,0.73,0.1,0.09,0.01,0.07,4.4,1.3,24.99,11190,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,15982,0.87,0.02,0.02,0.01,0.08,4.6,1.32,16.99,15106,0.87,0.02,0.02,0.02,0.07,4.6,1.28
"171",26.99,17478,0.78,0.12,0.01,0.01,0.08,4.5,1.31,28.99,8755,0.66,0.17,0.12,0.01,0.04,4.4,0.99,16.99,17156,0.84,0.07,0.01,0.04,0.04,4.6,1.01,14.99,12578,0.68,0.12,0.12,0.07,0.01,4.4,1
"172",24.99,12739,0.77,0.11,0.03,0.01,0.08,4.5,1.31,26.99,17056,0.73,0.1,0.09,0.01,0.07,4.4,1.3,14.99,8243,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,19285,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"173",24.99,14398,0.6,0.31,0.01,0.03,0.05,4.4,0.99,24.99,13997,0.77,0.11,0.01,0.05,0.06,4.5,1.29,14.99,14883,0.75,0.12,0.07,0.02,0.04,4.5,1.02,18.99,9165,0.68,0.12,0.12,0.07,0.01,4.4,1
"174",26.99,12340,0.75,0.1,0.07,0.06,0.02,4.5,0.99,28.99,7028,0.87,0.02,0.02,0.01,0.08,4.6,1.29,18.99,7092,0.67,0.17,0.1,0.02,0.04,4.4,1.01,14.99,5352,0.6,0.31,0.01,0.03,0.05,4.4,0.99
"175",28.99,11576,0.52,0.41,0.03,0.01,0.03,4.4,0.68,24.99,19032,0.73,0.19,0.04,0.01,0.03,4.6,0.72,16.99,5164,0.65,0.23,0.09,0.02,0.01,4.5,0.69,14.99,6359,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"176",24.99,13560,0.72,0.14,0.04,0.03,0.07,4.4,1.32,28.99,18711,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,6462,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,16398,0.81,0.08,0.03,0.04,0.04,4.6,1
"177",26.99,13633,0.74,0.11,0.08,0.04,0.03,4.5,1,26.99,19505,0.84,0.07,0.01,0.04,0.04,4.6,1.01,14.99,17991,0.72,0.1,0.09,0.04,0.05,4.4,1.3,16.99,8143,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"178",28.99,18849,0.62,0.32,0.02,0.02,0.02,4.5,0.68,28.99,8939,0.71,0.11,0.1,0.01,0.07,4.4,1.32,18.99,15733,0.86,0.04,0.01,0.01,0.08,4.6,1.3,18.99,11015,0.67,0.22,0.01,0.02,0.08,4.4,1.32
"179",28.99,6517,0.72,0.1,0.09,0.04,0.05,4.4,1.3,24.99,5199,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,6002,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,19343,0.7,0.2,0.03,0.03,0.04,4.5,0.99
"180",24.99,14000,0.81,0.11,0.01,0.02,0.05,4.6,1,24.99,9066,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,12666,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,6412,0.77,0.12,0.02,0.01,0.08,4.5,1.31
"181",26.99,6446,0.82,0.06,0.05,0.03,0.04,4.6,1.02,24.99,14140,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,8559,0.77,0.11,0.01,0.05,0.06,4.5,1.29,14.99,7769,0.8,0.09,0.02,0.02,0.07,4.5,1.29
"182",28.99,10501,0.6,0.31,0.01,0.03,0.05,4.4,0.99,26.99,16576,0.71,0.19,0.03,0.03,0.04,4.5,1.01,16.99,19263,0.71,0.16,0.05,0.01,0.07,4.4,1.3,18.99,18325,0.71,0.16,0.03,0.04,0.06,4.4,1.28
"183",24.99,10542,0.81,0.11,0.01,0.02,0.05,4.6,1,24.99,6640,0.79,0.09,0.01,0.05,0.06,4.5,1.3,18.99,13943,0.72,0.12,0.08,0.01,0.07,4.4,1.28,14.99,19328,0.83,0.05,0.05,0.04,0.03,4.6,0.99
"184",28.99,12915,0.71,0.16,0.05,0.01,0.07,4.4,1.3,26.99,16049,0.73,0.19,0.04,0.01,0.03,4.6,0.72,14.99,14302,0.86,0.04,0.01,0.01,0.08,4.6,1.3,18.99,19089,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"185",28.99,17840,0.77,0.11,0.03,0.02,0.07,4.5,1.3,28.99,7636,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,13667,0.78,0.12,0.01,0.01,0.08,4.5,1.31,16.99,14537,0.77,0.11,0.09,0.01,0.02,4.6,0.72
"186",26.99,9154,0.76,0.13,0.08,0.01,0.02,4.6,0.68,26.99,13937,0.68,0.18,0.12,0.01,0.01,4.5,0.7,18.99,11726,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,15520,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"187",24.99,5281,0.87,0.02,0.02,0.01,0.08,4.6,1.29,24.99,14931,0.71,0.16,0.05,0.01,0.07,4.4,1.3,16.99,11391,0.79,0.09,0.01,0.05,0.06,4.5,1.3,16.99,11231,0.55,0.33,0.09,0.01,0.02,4.4,0.72
"188",26.99,18386,0.68,0.18,0.12,0.01,0.01,4.5,0.7,28.99,14095,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,18470,0.87,0.01,0.02,0.03,0.07,4.6,1.29,14.99,18756,0.55,0.38,0.03,0.01,0.03,4.4,0.71
"189",26.99,12490,0.84,0.07,0.01,0.04,0.04,4.6,1.01,24.99,8243,0.83,0.05,0.05,0.04,0.03,4.6,0.99,14.99,16817,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,7806,0.78,0.11,0.08,0.01,0.02,4.6,0.7
"190",28.99,17930,0.71,0.18,0.04,0.02,0.05,4.5,1,26.99,7045,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,11327,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,19693,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"191",26.99,18060,0.72,0.14,0.04,0.03,0.07,4.4,1.32,26.99,16947,0.65,0.22,0.06,0.03,0.04,4.4,0.99,14.99,14941,0.66,0.14,0.14,0.03,0.03,4.4,1.02,16.99,17918,0.72,0.13,0.08,0.04,0.03,4.5,0.99
